,Year,City,Sport,Discipline,NOC,Event,Event gender,Medal
5033,1960,Squaw Valley,Biathlon,Biathlon,FIN,20km,M,Silver
5034,1960,Squaw Valley,Skating,Speed skating,FIN,3000m,W,Bronze
5035,1960,Squaw Valley,Skiing,Cross Country S,FIN,15km,M,Bronze
5036,1960,Squaw Valley,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
5037,1960,Squaw Valley,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
5038,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Gold
5039,1960,Squaw Valley,Skiing,Cross Country S,FIN,50km,M,Silver
5040,1960,Squaw Valley,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
5041,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Bronze
5042,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,downhill,M,Gold
5043,1960,Squaw Valley,Skiing,Alpine Skiing,FRA,slalom,M,Bronze
5044,1960,Squaw Valley,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze
5045,1960,Squaw Valley,Skating,Figure skating,NED,individual,W,Silver
5046,1960,Squaw Valley,Skating,Speed skating,NED,5000m,M,Bronze
5047,1960,Squaw Valley,Skating,Speed skating,NOR,10000m,M,Gold
5048,1960,Squaw Valley,Skating,Speed skating,NOR,1500m,M,Gold
5049,1960,Squaw Valley,Skating,Speed skating,NOR,5000m,M,Silver
5050,1960,Squaw Valley,Skiing,Cross Country S,NOR,15km,M,Gold
5051,1960,Squaw Valley,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
5052,1960,Squaw Valley,Skiing,Nordic Combined,NOR,individual,M,Silver
5053,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Bronze
5054,1960,Squaw Valley,Skating,Speed skating,POL,1500m,W,Silver
5055,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
5056,1960,Squaw Valley,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
5057,1960,Squaw Valley,Biathlon,Biathlon,SWE,20km,M,Gold
5058,1960,Squaw Valley,Skating,Speed skating,SWE,10000m,M,Bronze
5059,1960,Squaw Valley,Skiing,Cross Country S,SWE,15km,M,Silver
5060,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Gold
5061,1960,Squaw Valley,Skiing,Cross Country S,SWE,30km mass start,M,Silver
5062,1960,Squaw Valley,Skiing,Cross Country S,SWE,3x5km relay,W,Gold
5063,1960,Squaw Valley,Skiing,Cross Country S,SWE,50km,M,Bronze
5064,1960,Squaw Valley,Skating,Figure skating,TCH,individual,M,Silver
5065,1960,Squaw Valley,Biathlon,Biathlon,URS,20km,M,Bronze
5066,1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze
5067,1960,Squaw Valley,Skating,Speed skating,URS,10000m,M,Silver
5068,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Bronze
5069,1960,Squaw Valley,Skating,Speed skating,URS,1000m,W,Gold
5070,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Bronze
5071,1960,Squaw Valley,Skating,Speed skating,URS,1500m,M,Gold
5072,1960,Squaw Valley,Skating,Speed skating,URS,1500m,W,Gold
5073,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Gold
5074,1960,Squaw Valley,Skating,Speed skating,URS,3000m,W,Silver
5075,1960,Squaw Valley,Skating,Speed skating,URS,5000m,M,Gold
5076,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Bronze
5077,1960,Squaw Valley,Skating,Speed skating,URS,500m,M,Gold
5078,1960,Squaw Valley,Skating,Speed skating,URS,500m,W,Silver
5079,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Bronze
5080,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Gold
5081,1960,Squaw Valley,Skiing,Cross Country S,URS,10km,W,Silver
5082,1960,Squaw Valley,Skiing,Cross Country S,URS,30km mass start,M,Bronze
5083,1960,Squaw Valley,Skiing,Cross Country S,URS,3x5km relay,W,Silver
5084,1960,Squaw Valley,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
5085,1960,Squaw Valley,Skiing,Nordic Combined,URS,individual,M,Bronze
5086,1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold
5087,1960,Squaw Valley,Skating,Figure skating,USA,individual,M,Gold
5088,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Bronze
5089,1960,Squaw Valley,Skating,Figure skating,USA,individual,W,Gold
5090,1960,Squaw Valley,Skating,Figure skating,USA,pairs,X,Bronze
5091,1960,Squaw Valley,Skating,Speed skating,USA,500m,M,Silver
5092,1960,Squaw Valley,Skating,Speed skating,USA,500m,W,Bronze
5093,1960,Squaw Valley,Skiing,Alpine Skiing,USA,downhill,W,Silver
5094,1960,Squaw Valley,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
5095,1960,Squaw Valley,Skiing,Alpine Skiing,USA,slalom,W,Silver
5096,1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
5097,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Gold
5098,1964,Innsbruck,Luge,Luge,AUT,doubles,X,Silver
5099,1964,Innsbruck,Luge,Luge,AUT,singles,W,Bronze
5100,1964,Innsbruck,Skating,Figure skating,AUT,individual,W,Silver
5101,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,M,Gold
5102,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
5103,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Gold
5104,1964,Innsbruck,Skiing,Alpine Skiing,AUT,downhill,W,Silver
5105,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
5106,1964,Innsbruck,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
5107,1964,Innsbruck,Skiing,Alpine Skiing,AUT,slalom,M,Gold
5108,1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold
5109,1964,Innsbruck,Skating,Figure skating,CAN,individual,W,Bronze
5110,1964,Innsbruck,Skating,Figure skating,CAN,pairs,X,Bronze
5111,1964,Innsbruck,Luge,Luge,EUA,singles,M,Bronze
5112,1964,Innsbruck,Luge,Luge,EUA,singles,M,Gold
5113,1964,Innsbruck,Luge,Luge,EUA,singles,M,Silver
5114,1964,Innsbruck,Luge,Luge,EUA,singles,W,Gold
5115,1964,Innsbruck,Luge,Luge,EUA,singles,W,Silver
5116,1964,Innsbruck,Skating,Figure skating,EUA,individual,M,Gold
5117,1964,Innsbruck,Skating,Figure skating,EUA,pairs,X,Silver
5118,1964,Innsbruck,Skiing,Alpine Skiing,EUA,downhill,M,Bronze
5119,1964,Innsbruck,Skiing,Nordic Combined,EUA,individual,M,Bronze
5120,1964,Innsbruck,Skating,Speed skating,FIN,1000m,W,Bronze
5121,1964,Innsbruck,Skating,Speed skating,FIN,1500m,W,Silver
5122,1964,Innsbruck,Skiing,Cross Country S,FIN,15km,M,Gold
5123,1964,Innsbruck,Skiing,Cross Country S,FIN,30km mass start,M,Gold
5124,1964,Innsbruck,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
5125,1964,Innsbruck,Skiing,Cross Country S,FIN,4x10km relay,M,Silver
5126,1964,Innsbruck,Skiing,Cross Country S,FIN,50km,M,Bronze
5127,1964,Innsbruck,Skiing,Cross Country S,FIN,5km,W,Silver
5128,1964,Innsbruck,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver
5129,1964,Innsbruck,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
5130,1964,Innsbruck,Skating,Figure skating,FRA,individual,M,Silver
5131,1964,Innsbruck,Skiing,Alpine Skiing,FRA,downhill,M,Silver
5132,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
5133,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold
5134,1964,Innsbruck,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
5135,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Gold
5136,1964,Innsbruck,Skiing,Alpine Skiing,FRA,slalom,W,Silver
5137,1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold
5138,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze
5139,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
5140,1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver
5141,1964,Innsbruck,Luge,Luge,ITA,doubles,X,Bronze
5142,1964,Innsbruck,Skating,Figure skating,NED,individual,W,Gold
5143,1964,Innsbruck,Skating,Speed skating,NED,1500m,M,Silver
5144,1964,Innsbruck,Biathlon,Biathlon,NOR,20km,M,Bronze
5145,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Bronze
5146,1964,Innsbruck,Skating,Speed skating,NOR,10000m,M,Silver
5147,1964,Innsbruck,Skating,Speed skating,NOR,1500m,M,Bronze
5148,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Bronze
5149,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Gold
5150,1964,Innsbruck,Skating,Speed skating,NOR,5000m,M,Silver
5151,1964,Innsbruck,Skating,Speed skating,NOR,500m,M,Silver
5152,1964,Innsbruck,Skiing,Cross Country S,NOR,15km,M,Silver
5153,1964,Innsbruck,Skiing,Cross Country S,NOR,30km mass start,M,Silver
5154,1964,Innsbruck,Skiing,Nordic Combined,NOR,individual,M,Gold
5155,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
5156,1964,Innsbruck,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold
5157,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze
5158,1964,Innsbruck,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
5159,1964,Innsbruck,Skating,Speed skating,PRK,3000m,W,Silver
5160,1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver
5161,1964,Innsbruck,Skating,Speed skating,SWE,10000m,M,Gold
5162,1964,Innsbruck,Skiing,Cross Country S,SWE,15km,M,Bronze
5163,1964,Innsbruck,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
5164,1964,Innsbruck,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
5165,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Gold
5166,1964,Innsbruck,Skiing,Cross Country S,SWE,50km,M,Silver
5167,1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
5168,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Gold
5169,1964,Innsbruck,Biathlon,Biathlon,URS,20km,M,Silver
5170,1964,Innsbruck,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5171,1964,Innsbruck,Skating,Figure skating,URS,pairs,X,Gold
5172,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Gold
5173,1964,Innsbruck,Skating,Speed skating,URS,1000m,W,Silver
5174,1964,Innsbruck,Skating,Speed skating,URS,1500m,M,Gold
5175,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Bronze
5176,1964,Innsbruck,Skating,Speed skating,URS,1500m,W,Gold
5177,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Gold
5178,1964,Innsbruck,Skating,Speed skating,URS,3000m,W,Silver
5179,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
5180,1964,Innsbruck,Skating,Speed skating,URS,500m,M,Silver
5181,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Bronze
5182,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Gold
5183,1964,Innsbruck,Skating,Speed skating,URS,500m,W,Silver
5184,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Bronze
5185,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Gold
5186,1964,Innsbruck,Skiing,Cross Country S,URS,10km,W,Silver
5187,1964,Innsbruck,Skiing,Cross Country S,URS,30km mass start,M,Bronze
5188,1964,Innsbruck,Skiing,Cross Country S,URS,3x5km relay,W,Gold
5189,1964,Innsbruck,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
5190,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Bronze
5191,1964,Innsbruck,Skiing,Cross Country S,URS,5km,W,Gold
5192,1964,Innsbruck,Skiing,Nordic Combined,URS,individual,M,Silver
5193,1964,Innsbruck,Skating,Figure skating,USA,individual,M,Bronze
5194,1964,Innsbruck,Skating,Speed skating,USA,500m,M,Gold
5195,1964,Innsbruck,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
5196,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Bronze
5197,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,M,Silver
5198,1964,Innsbruck,Skiing,Alpine Skiing,USA,slalom,W,Bronze
5199,1968,Grenoble,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
5200,1968,Grenoble,Luge,Luge,AUT,doubles,X,Silver
5201,1968,Grenoble,Luge,Luge,AUT,singles,M,Gold
5202,1968,Grenoble,Skating,Figure skating,AUT,individual,M,Gold
5203,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
5204,1968,Grenoble,Skiing,Alpine Skiing,AUT,downhill,W,Gold
5205,1968,Grenoble,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
5206,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
5207,1968,Grenoble,Skiing,Alpine Skiing,AUT,slalom,M,Silver
5208,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
5209,1968,Grenoble,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
5210,1968,Grenoble,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze
5211,1968,Grenoble,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
5212,1968,Grenoble,Skiing,Alpine Skiing,CAN,slalom,W,Silver
5213,1968,Grenoble,Skating,Speed skating,FIN,1500m,W,Gold
5214,1968,Grenoble,Skating,Speed skating,FIN,3000m,W,Silver
5215,1968,Grenoble,Skiing,Cross Country S,FIN,15km,M,Silver
5216,1968,Grenoble,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
5217,1968,Grenoble,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
5218,1968,Grenoble,Skating,Figure skating,FRA,individual,M,Bronze
5219,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Gold
5220,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,M,Silver
5221,1968,Grenoble,Skiing,Alpine Skiing,FRA,downhill,W,Silver
5222,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
5223,1968,Grenoble,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
5224,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,M,Gold
5225,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
5226,1968,Grenoble,Skiing,Alpine Skiing,FRA,slalom,W,Gold
5227,1968,Grenoble,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
5228,1968,Grenoble,Luge,Luge,FRG,doubles,X,Bronze
5229,1968,Grenoble,Luge,Luge,FRG,singles,W,Bronze
5230,1968,Grenoble,Luge,Luge,FRG,singles,W,Silver
5231,1968,Grenoble,Skating,Figure skating,FRG,pairs,X,Bronze
5232,1968,Grenoble,Skating,Speed skating,FRG,500m,M,Gold
5233,1968,Grenoble,Skiing,Nordic Combined,FRG,individual,M,Gold
5234,1968,Grenoble,Luge,Luge,GDR,doubles,X,Gold
5235,1968,Grenoble,Luge,Luge,GDR,singles,M,Bronze
5236,1968,Grenoble,Luge,Luge,GDR,singles,M,Silver
5237,1968,Grenoble,Skating,Figure skating,GDR,individual,W,Silver
5238,1968,Grenoble,Skiing,Nordic Combined,GDR,individual,M,Bronze
5239,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
5240,1968,Grenoble,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
5241,1968,Grenoble,Luge,Luge,ITA,singles,W,Gold
5242,1968,Grenoble,Skiing,Cross Country S,ITA,30km mass start,M,Gold
5243,1968,Grenoble,Skating,Speed skating,NED,1000m,W,Gold
5244,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Gold
5245,1968,Grenoble,Skating,Speed skating,NED,1500m,M,Silver
5246,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Bronze
5247,1968,Grenoble,Skating,Speed skating,NED,1500m,W,Silver
5248,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Bronze
5249,1968,Grenoble,Skating,Speed skating,NED,3000m,W,Gold
5250,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Bronze
5251,1968,Grenoble,Skating,Speed skating,NED,5000m,M,Silver
5252,1968,Grenoble,Biathlon,Biathlon,NOR,20km,M,Gold
5253,1968,Grenoble,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
5254,1968,Grenoble,Skating,Speed skating,NOR,10000m,M,Silver
5255,1968,Grenoble,Skating,Speed skating,NOR,1500m,M,Silver
5256,1968,Grenoble,Skating,Speed skating,NOR,5000m,M,Gold
5257,1968,Grenoble,Skating,Speed skating,NOR,500m,M,Silver
5258,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Bronze
5259,1968,Grenoble,Skiing,Cross Country S,NOR,10km,W,Silver
5260,1968,Grenoble,Skiing,Cross Country S,NOR,15km,M,Gold
5261,1968,Grenoble,Skiing,Cross Country S,NOR,30km mass start,M,Silver
5262,1968,Grenoble,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
5263,1968,Grenoble,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
5264,1968,Grenoble,Skiing,Cross Country S,NOR,50km,M,Gold
5265,1968,Grenoble,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
5266,1968,Grenoble,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
5267,1968,Grenoble,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
5268,1968,Grenoble,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
5269,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
5270,1968,Grenoble,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
5271,1968,Grenoble,Skiing,Cross Country S,SUI,50km,M,Bronze
5272,1968,Grenoble,Skiing,Nordic Combined,SUI,individual,M,Silver
5273,1968,Grenoble,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
5274,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Bronze
5275,1968,Grenoble,Skating,Speed skating,SWE,10000m,M,Gold
5276,1968,Grenoble,Skiing,Cross Country S,SWE,10km,W,Gold
5277,1968,Grenoble,Skiing,Cross Country S,SWE,15km,M,Bronze
5278,1968,Grenoble,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
5279,1968,Grenoble,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
5280,1968,Grenoble,Skiing,Cross Country S,SWE,5km,W,Gold
5281,1968,Grenoble,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
5282,1968,Grenoble,Skating,Figure skating,TCH,individual,W,Bronze
5283,1968,Grenoble,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
5284,1968,Grenoble,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
5285,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Bronze
5286,1968,Grenoble,Biathlon,Biathlon,URS,20km,M,Silver
5287,1968,Grenoble,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
5288,1968,Grenoble,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5289,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Gold
5290,1968,Grenoble,Skating,Figure skating,URS,pairs,X,Silver
5291,1968,Grenoble,Skating,Speed skating,URS,1000m,W,Silver
5292,1968,Grenoble,Skating,Speed skating,URS,500m,W,Gold
5293,1968,Grenoble,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
5294,1968,Grenoble,Skiing,Cross Country S,URS,50km,M,Silver
5295,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Bronze
5296,1968,Grenoble,Skiing,Cross Country S,URS,5km,W,Silver
5297,1968,Grenoble,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
5298,1968,Grenoble,Skating,Figure skating,USA,individual,M,Silver
5299,1968,Grenoble,Skating,Figure skating,USA,individual,W,Gold
5300,1968,Grenoble,Skating,Speed skating,USA,1000m,W,Bronze
5301,1968,Grenoble,Skating,Speed skating,USA,500m,M,Silver
5302,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5303,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5304,1968,Grenoble,Skating,Speed skating,USA,500m,W,Silver
5305,1972,Sapporo,Skating,Figure skating,AUT,individual,W,Gold
5306,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
5307,1972,Sapporo,Skiing,Alpine Skiing,AUT,downhill,W,Silver
5308,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
5309,1972,Sapporo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
5310,1972,Sapporo,Skating,Figure skating,CAN,individual,W,Silver
5311,1972,Sapporo,Skiing,Alpine Skiing,ESP,slalom,M,Gold
5312,1972,Sapporo,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
5313,1972,Sapporo,Skiing,Cross Country S,FIN,10km,W,Bronze
5314,1972,Sapporo,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
5315,1972,Sapporo,Skiing,Cross Country S,FIN,5km,W,Silver
5316,1972,Sapporo,Skiing,Nordic Combined,FIN,individual,M,Silver
5317,1972,Sapporo,Skating,Figure skating,FRA,individual,M,Bronze
5318,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
5319,1972,Sapporo,Skiing,Alpine Skiing,FRA,slalom,W,Silver
5320,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
5321,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
5322,1972,Sapporo,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
5323,1972,Sapporo,Skating,Speed skating,FRG,1000m,W,Gold
5324,1972,Sapporo,Skating,Speed skating,FRG,500m,M,Gold
5325,1972,Sapporo,Biathlon,Biathlon,GDR,20km,M,Silver
5326,1972,Sapporo,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
5327,1972,Sapporo,Luge,Luge,GDR,doubles,X,Bronze
5328,1972,Sapporo,Luge,Luge,GDR,doubles,X,Gold
5329,1972,Sapporo,Luge,Luge,GDR,singles,M,Bronze
5330,1972,Sapporo,Luge,Luge,GDR,singles,M,Gold
5331,1972,Sapporo,Luge,Luge,GDR,singles,M,Silver
5332,1972,Sapporo,Luge,Luge,GDR,singles,W,Bronze
5333,1972,Sapporo,Luge,Luge,GDR,singles,W,Gold
5334,1972,Sapporo,Luge,Luge,GDR,singles,W,Silver
5335,1972,Sapporo,Skating,Figure skating,GDR,pairs,X,Bronze
5336,1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Bronze
5337,1972,Sapporo,Skiing,Nordic Combined,GDR,individual,M,Gold
5338,1972,Sapporo,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
5339,1972,Sapporo,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver
5340,1972,Sapporo,Luge,Luge,ITA,doubles,X,Gold
5341,1972,Sapporo,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
5342,1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Bronze
5343,1972,Sapporo,Skiing,Alpine Skiing,ITA,slalom,M,Silver
5344,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Bronze
5345,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Gold
5346,1972,Sapporo,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
5347,1972,Sapporo,Skating,Speed skating,NED,10000m,M,Gold
5348,1972,Sapporo,Skating,Speed skating,NED,10000m,M,Silver
5349,1972,Sapporo,Skating,Speed skating,NED,1000m,W,Silver
5350,1972,Sapporo,Skating,Speed skating,NED,1500m,M,Gold
5351,1972,Sapporo,Skating,Speed skating,NED,1500m,W,Bronze
5352,1972,Sapporo,Skating,Speed skating,NED,1500m,W,Silver
5353,1972,Sapporo,Skating,Speed skating,NED,3000m,W,Bronze
5354,1972,Sapporo,Skating,Speed skating,NED,3000m,W,Gold
5355,1972,Sapporo,Skating,Speed skating,NED,5000m,M,Gold
5356,1972,Sapporo,Biathlon,Biathlon,NOR,20km,M,Gold
5357,1972,Sapporo,Skating,Speed skating,NOR,10000m,M,Bronze
5358,1972,Sapporo,Skating,Speed skating,NOR,1500m,M,Silver
5359,1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Bronze
5360,1972,Sapporo,Skating,Speed skating,NOR,5000m,M,Silver
5361,1972,Sapporo,Skiing,Cross Country S,NOR,15km,M,Bronze
5362,1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
5363,1972,Sapporo,Skiing,Cross Country S,NOR,30km mass start,M,Silver
5364,1972,Sapporo,Skiing,Cross Country S,NOR,3x5km relay,W,Bronze
5365,1972,Sapporo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
5366,1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Gold
5367,1972,Sapporo,Skiing,Cross Country S,NOR,50km,M,Silver
5368,1972,Sapporo,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold
5369,1972,Sapporo,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
5370,1972,Sapporo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
5371,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Gold
5372,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,M,Silver
5373,1972,Sapporo,Skiing,Alpine Skiing,SUI,downhill,W,Gold
5374,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze
5375,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
5376,1972,Sapporo,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
5377,1972,Sapporo,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze
5378,1972,Sapporo,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver
5379,1972,Sapporo,Biathlon,Biathlon,SWE,20km,M,Bronze
5380,1972,Sapporo,Skating,Speed skating,SWE,1500m,M,Bronze
5381,1972,Sapporo,Skating,Speed skating,SWE,500m,M,Silver
5382,1972,Sapporo,Skiing,Cross Country S,SWE,15km,M,Gold
5383,1972,Sapporo,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
5384,1972,Sapporo,Skating,Figure skating,TCH,individual,M,Gold
5385,1972,Sapporo,Skiing,Cross Country S,TCH,5km,W,Bronze
5386,1972,Sapporo,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
5387,1972,Sapporo,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
5388,1972,Sapporo,Skating,Figure skating,URS,individual,M,Silver
5389,1972,Sapporo,Skating,Figure skating,URS,pairs,X,Gold
5390,1972,Sapporo,Skating,Figure skating,URS,pairs,X,Silver
5391,1972,Sapporo,Skating,Speed skating,URS,500m,M,Bronze
